path	name	description	domain	subdomain	tags
skills/scanning-docker-images-with-trivy/SKILL.md	scanning-docker-images-with-trivy	Trivy is a comprehensive open-source vulnerability scanner by Aqua Security	cybersecurity	container-security	 containers docker security trivy vulnerability-scanning
skills/scanning-iac-and-images-with-trivy/SKILL.md	scanning-iac-and-images-with-trivy	Scan container images, IaC, and SBOMs for vulnerabilities and misconfigurations in CI/CD with Trivy.	cybersecurity	devsecops	 devsecops trivy container-security vulnerability-scanning iac-security sbom ci-cd misconfiguration
skills/scanning-infrastructure-with-nessus/SKILL.md	scanning-infrastructure-with-nessus	Tenable Nessus is the industry-leading vulnerability scanner used to	cybersecurity	vulnerability-management	 vulnerability-management cve nessus tenable infrastructure-scanning risk
skills/scanning-kubernetes-manifests-with-kubesec/SKILL.md	scanning-kubernetes-manifests-with-kubesec	Perform security risk analysis on Kubernetes resource manifests using	cybersecurity	container-security	 kubesec kubernetes manifest-scanning security-scanning devsecops misconfiguration static-analysis ci-cd
skills/scanning-network-with-nmap-advanced/SKILL.md	scanning-network-with-nmap-advanced	'Performs advanced network reconnaissance using Nmap''s scripting engine,	cybersecurity	network-security	 network-security nmap port-scanning service-enumeration reconnaissance
skills/securing-agentic-ai-tool-invocation/SKILL.md	securing-agentic-ai-tool-invocation	Apply least-privilege tool allowlisting, identity binding, and human-in-the-loop controls for agent tool calls.	cybersecurity	ai-security	 ai-security agentic-ai least-privilege tool-allowlisting human-in-the-loop nemo-guardrails identity-binding owasp-agentic
skills/securing-api-gateway-with-aws-waf/SKILL.md	securing-api-gateway-with-aws-waf	'Securing API Gateway endpoints with AWS WAF by configuring managed rule	cybersecurity	cloud-security	 cloud-security aws waf api-gateway rate-limiting bot-protection owasp
skills/securing-aws-iam-permissions/SKILL.md	securing-aws-iam-permissions	'This skill guides practitioners through hardening AWS Identity and Access	cybersecurity	cloud-security	 aws-iam least-privilege permission-boundaries access-analyzer cloud-identity
skills/securing-aws-lambda-execution-roles/SKILL.md	securing-aws-lambda-execution-roles	'Securing AWS Lambda execution roles by implementing least-privilege	cybersecurity	cloud-security	 cloud-security aws lambda iam least-privilege execution-roles
skills/securing-azure-with-microsoft-defender/SKILL.md	securing-azure-with-microsoft-defender	'This skill instructs security practitioners on deploying Microsoft Defender	cybersecurity	cloud-security	 microsoft-defender azure-security cnapp secure-score cloud-workload-protection
skills/securing-container-registry-images/SKILL.md	securing-container-registry-images	'Securing container registry images by implementing vulnerability scanning	cybersecurity	cloud-security	 cloud-security containers registry image-scanning trivy cosign supply-chain
skills/securing-container-registry-with-harbor/SKILL.md	securing-container-registry-with-harbor	Harbor is an open-source container registry that provides security features	cybersecurity	container-security	 containers kubernetes docker security registry harbor
skills/securing-github-actions-workflows/SKILL.md	securing-github-actions-workflows	'This skill covers hardening GitHub Actions workflows against supply	cybersecurity	devsecops	 devsecops cicd github-actions supply-chain workflow-security secure-sdlc
skills/securing-helm-chart-deployments/SKILL.md	securing-helm-chart-deployments	Secure Helm chart deployments by validating chart integrity, scanning	cybersecurity	container-security	 helm kubernetes chart-security supply-chain configuration-security deployment
skills/securing-historian-server-in-ot-environment/SKILL.md	securing-historian-server-in-ot-environment	'This skill covers hardening and securing process historian servers (OSIsoft	cybersecurity	ot-ics-security	 ot-security ics scada industrial-control iec62443 historian osisoft-pi data-integrity
skills/securing-kubernetes-on-cloud/SKILL.md	securing-kubernetes-on-cloud	'This skill covers hardening managed Kubernetes clusters on EKS, AKS,	cybersecurity	cloud-security	 kubernetes-security eks aks gke pod-security-standards container-runtime
skills/securing-remote-access-to-ot-environment/SKILL.md	securing-remote-access-to-ot-environment	'This skill covers implementing secure remote access to OT/ICS environments	cybersecurity	ot-ics-security	 ot-security ics scada industrial-control iec62443 remote-access jump-server mfa
skills/securing-serverless-functions/SKILL.md	securing-serverless-functions	'This skill covers security hardening for serverless compute platforms	cybersecurity	cloud-security	 serverless-security aws-lambda azure-functions function-hardening supply-chain
skills/security-best-practices/SKILL.md	security-best-practices	Perform language and framework specific security best-practice reviews and suggest improvements. Trigger only when the user explicitly requests security best practices guidance, a security review/report, or secure-by-default coding help. Trigger only for supported languages (python, javascript/typescript, go). Do not trigger for general code review, debugging, or non-security tasks.			
skills/security-ownership-map/SKILL.md	security-ownership-map	Analyze git repositories to build a security ownership topology (people-to-file), compute bus factor and sensitive-code ownership, and export CSV/JSON for graph databases and visualization. Trigger only when the user explicitly wants a security-oriented ownership or bus-factor analysis grounded in git history (for example: orphaned sensitive code, security maintainers, CODEOWNERS reality checks for risk, sensitive hotspots, or ownership clusters). Do not trigger for general maintainer lists or non-security ownership questions.			
skills/security-threat-model/SKILL.md	security-threat-model	Repository-grounded threat modeling that enumerates trust boundaries, assets, attacker capabilities, abuse paths, and mitigations, and writes a concise Markdown threat model. Trigger only when the user explicitly asks to threat model a codebase or path, enumerate threats/abuse paths, or perform AppSec threat modeling. Do not trigger for general architecture summaries, code review, or non-security design work.			
skills/testing-android-intents-for-vulnerabilities/SKILL.md	testing-android-intents-for-vulnerabilities	'Tests Android inter-process communication (IPC) through intents for	cybersecurity	mobile-security	 mobile-security android intents ipc-security owasp-mobile penetration-testing
skills/testing-api-authentication-weaknesses/SKILL.md	testing-api-authentication-weaknesses	'Tests API authentication mechanisms for weaknesses including broken	cybersecurity	api-security	 api-security owasp authentication jwt session-management credential-security
skills/testing-api-for-broken-object-level-authorization/SKILL.md	testing-api-for-broken-object-level-authorization	'Tests REST and GraphQL APIs for Broken Object Level Authorization (BOLA/IDOR)	cybersecurity	api-security	 api-security owasp bola idor authorization rest-security
skills/testing-api-for-mass-assignment-vulnerability/SKILL.md	testing-api-for-mass-assignment-vulnerability	'Tests APIs for mass assignment (auto-binding) vulnerabilities where	cybersecurity	api-security	 api-security owasp mass-assignment auto-binding parameter-tampering
skills/testing-api-security-with-owasp-top-10/SKILL.md	testing-api-security-with-owasp-top-10	Systematically assessing REST and GraphQL API endpoints against the OWASP	cybersecurity	web-application-security	 penetration-testing api-security owasp rest-api graphql burpsuite postman
skills/testing-cors-misconfiguration/SKILL.md	testing-cors-misconfiguration	Identifying and exploiting Cross-Origin Resource Sharing misconfigurations	cybersecurity	web-application-security	 penetration-testing cors web-security owasp same-origin-policy burpsuite
skills/testing-for-broken-access-control/SKILL.md	testing-for-broken-access-control	Systematically testing web applications for broken access control vulnerabilities	cybersecurity	web-application-security	 penetration-testing access-control authorization owasp privilege-escalation web-security
skills/testing-for-business-logic-vulnerabilities/SKILL.md	testing-for-business-logic-vulnerabilities	Identifying flaws in application business logic that allow price manipulation,	cybersecurity	web-application-security	 penetration-testing business-logic owasp web-security burpsuite manual-testing
skills/testing-for-email-header-injection/SKILL.md	testing-for-email-header-injection	Test web application email functionality for SMTP header injection vulnerabilities	cybersecurity	web-application-security	 email-injection smtp-injection crlf-injection header-injection spam-relay contact-form email-security
skills/testing-for-host-header-injection/SKILL.md	testing-for-host-header-injection	Test web applications for HTTP Host header injection vulnerabilities	cybersecurity	web-application-security	 host-header-injection password-reset-poisoning cache-poisoning virtual-host web-security header-manipulation ssrf
skills/testing-for-json-web-token-vulnerabilities/SKILL.md	testing-for-json-web-token-vulnerabilities	Test JWT implementations for critical vulnerabilities including algorithm	cybersecurity	web-application-security	 jwt json-web-token algorithm-confusion authentication-bypass token-forgery kid-injection jku-attack
skills/testing-for-open-redirect-vulnerabilities/SKILL.md	testing-for-open-redirect-vulnerabilities	Identify and test open redirect vulnerabilities in web applications by	cybersecurity	web-application-security	 open-redirect url-redirect phishing owasp url-validation redirect-bypass unvalidated-redirect
skills/testing-for-sensitive-data-exposure/SKILL.md	testing-for-sensitive-data-exposure	Identifying sensitive data exposure vulnerabilities including API key	cybersecurity	web-application-security	 penetration-testing data-exposure pii owasp web-security api-keys secrets
